name,office,office_full,party,party_full,state,district,district_number,election_districts,election_years,cycles,candidate_status,incumbent_challenge,incumbent_challenge_full,load_date,first_file_date,last_file_date,last_f2_date,candidate_id,active_through
"BREWER, HERBERT D",H,House,DEM,DEMOCRATIC PARTY,NY,32,32,{32},{1980},"{1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1980-09-02,1980-09-02,1980-09-02,H0NY32066,1980
"HEALY, TIMOTHY J",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{2010},"{2010,2012}",N,C,Challenger,2010-05-19 22:35:48,2010-05-17,2010-05-17,2010-05-17,H0NY14221,2010
"NORTHRUP, JOHN",H,House,,,NY,32,32,{32},{1980},{1980},C,O,Open seat,2002-03-30 00:00:00,1980-10-22,1980-10-22,,H0NY32082,1980
"SKEELE, CHARLES WINSLOW JR",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-05-26,1994-05-26,1994-05-26,H4NY23042,1994
"HOCHUL, KATHLEEN COURTNEY",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{2012},"{2012,2014}",P,C,Challenger,2013-04-26 09:04:30,2011-03-08,2012-09-10,2012-09-10,H2NY00036,2012
"ZINNO, PETER A",H,House,REP,REPUBLICAN PARTY,NY,04,4,{04},{2010},"{2010,2012,2014}",P,C,Challenger,2011-02-24 10:53:11,2010-01-04,2010-02-22,2010-02-22,H0NY04065,2010
"BATTS, BENNIE O",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-09-05,1984-09-05,1984-09-05,H4NY20071,1984
"WILLIAMS, STEVE",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-10-19,2015-10-19,2015-10-19,H6NY24185,2016
"SOLARZ, STEPHEN J",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,"{13,13,13,13,13,13,13,12}","{1976,1980,1982,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012}",P,C,Challenger,2002-04-12 13:13:26,1976-03-18,1992-07-27,1992-07-27,H6NY13030,1992
"FRANCO, RUBEN",H,House,LBL,LIBERAL PARTY,NY,12,12,{12},{1992},"{1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1992-07-27,1992-07-27,1992-07-27,H2NY12080,1992
"STOPPENBACH, FRANK",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,{20},{2002},"{2002,2004,2006}",P,C,Challenger,2002-10-24 00:00:00,2002-08-09,2002-08-09,2002-08-09,H2NY20075,2002
"DILAN, ERIK MARTIN",H,House,DEM,DEMOCRATIC PARTY,NY,07,7,"{07,07}","{2012,2014}","{2012,2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2012-03-03,2012-12-10,2012-12-10,H2NY12148,2014
"ESIASON, LEROY ERLING",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,{24},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,1982-09-08,1982-09-08,1982-09-08,H2NY24010,1982
"FLAKE, FLOYD H",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,"{06,06,06,06,06,06}","{1986,1988,1990,1992,1994,1996}","{1986,1988,1990,1992,1994,1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1986-05-07,1995-11-09,1995-11-09,H6NY06067,1996
"MURPHY, JOHN M",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{17,17,17}","{1976,1978,1980}","{1976,1978,1980,1982}",P,,,2002-03-30 00:00:00,1976-03-19,1977-05-11,1977-05-11,H6NY17049,1980
"DOHENY, MATTHEW A",H,House,REP,REPUBLICAN PARTY,NY,21,21,"{23,21,21}","{2010,2012,2014}","{2010,2012,2014,2016,2018}",P,O,Open seat,2015-04-02 15:52:44,2009-06-11,2014-03-07,2014-03-07,H0NY23057,2014
"JEFFRIES, HAKEEM",H,House,DEM,DEMOCRATIC PARTY,NY,08,8,"{08,08,08,08}","{2012,2014,2016,2018}","{2012,2014,2016,2018}",C,I,Incumbent,2017-02-28 20:59:29,2011-09-30,2017-02-21,2017-02-21,H2NY10092,2018
"COOK, SUZAN JOHNSON",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2016},{2016},C,O,Open seat,2015-10-20 21:13:58,2015-07-01,2015-07-01,2015-07-01,H6NY13113,2016
"STERN, STEVEN",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{2016},{2016},C,O,Open seat,2016-04-21 21:06:43,2016-01-14,2016-01-14,2016-01-14,H6NY03221,2016
"WESTON, DARRELL W",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,{27},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,,,,H2NY32013,1982
"ZIMMERMAN, ROBERT PETER",H,House,DEM,DEMOCRATIC PARTY,NY,04,4,{04},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,1982-03-02,1982-03-02,1982-03-02,H2NY06025,1982
"DI IORIO, NICHOLAS S",H,House,REP,REPUBLICAN PARTY,NY,12,12,{12},{2014},{2014},C,C,Challenger,2014-04-23 22:09:35,2014-03-10,2014-03-20,2014-03-20,H4NY12052,2014
"GREEN, DEBORAH A",H,House,DEM,DEMOCRATIC PARTY,NY,08,8,{08},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-08-29,1994-08-29,1994-08-29,H4NY08035,1994
"BHAGWANDIN, DENNY D",H,House,REP,REPUBLICAN PARTY,NY,06,6,"{06,06}","{1992,1994}","{1992,1994,1996}",N,C,Challenger,2002-04-02 00:00:00,1991-09-24,1994-08-15,1994-08-15,H2NY06082,1994
"HIRSCHFELD, ABRAHAM",H,House,DEM,DEMOCRATIC PARTY,NY,14,14,{14},{1992},"{1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1992-08-08,1993-01-12,1993-01-12,H2NY14045,1992
"DIPERNA, PAULA",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{1992},"{1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1992-09-03,1992-09-03,1992-09-03,H2NY23053,1992
"SCHNEIER, NED",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{17,17}","{1976,1978}","{1976,1978,1980,1982,1984}",P,,,2002-03-30 00:00:00,1976-07-12,1976-10-19,1976-07-12,H6NY17064,1978
"ISRAEL, STEVE J.",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,"{02,02,02,02,02,02,03,03,03}","{2000,2002,2004,2006,2008,2010,2012,2014,2016}","{2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",P,I,Incumbent,2017-02-23 14:47:46,2000-06-16,2015-08-13,2015-08-13,H0NY02085,2016
"MARTORANO, JAMES J",H,House,DEM,DEMOCRATIC PARTY,NY,19,19,{19},{2006},"{2006,2008}",P,C,Challenger,2009-04-29 00:00:00,2005-08-22,2005-08-22,2005-08-22,H6NY19110,2006
"ECKERT, FRED J",H,House,REP,REPUBLICAN PARTY,NY,30,30,"{30,30}","{1984,1986}","{1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1984-05-18,1986-04-11,1986-04-11,H4NY30013,1986
"CALKINS, JOHN T.",H,House,REP,REPUBLICAN PARTY,NY,39,39,"{39,39,39}","{1976,1978,2000}","{1976,1978,1980,1982,1984}",P,,,2002-03-30 00:00:00,1976-06-14,1976-06-14,,H6NY39019,2000
"SEABROOK, LARRY B",H,House,DEM,DEMOCRATIC PARTY,NY,17,17,"{17,17}","{1994,2000}","{1994,1996,1998,2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,1994-02-15,1998-07-15,1998-07-15,H4NY17069,2000
"REED, DOLORES M",H,House,DEM,DEMOCRATIC PARTY,NY,33,33,{33},{1980},{1980},N,,,2002-03-30 00:00:00,,,,H0NY33015,1980
"KEANE, JAMES P",H,House,DEM,DEMOCRATIC PARTY,NY,31,31,{31},{1986},"{1986,1988}",P,C,Challenger,2002-03-30 00:00:00,1986-03-13,1986-10-14,1986-03-13,H6NY31016,1986
"PHILLIPS, GEORGE KARL MR",H,House,REP,REPUBLICAN PARTY,NY,22,22,{22},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2015-12-29,2015-12-29,2015-12-29,H6NY22098,2016
"STEIN, ANDREW",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,{15},{1984},"{1984,1986,1988,1990,1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1984-02-21,1984-02-21,1984-02-21,H4NY15022,1984
"SHANKLIN, ELIZABETH",H,House,GRE,GREEN PARTY,NY,17,17,{17},{2002},"{2002,2004}",P,C,Challenger,2002-11-08 00:00:00,2002-07-12,2002-07-12,2002-07-12,H2NY17105,2002
"VELAZQUEZ, NYDIA M.",H,House,DEM,DEMOCRATIC PARTY,NY,07,7,"{12,12,12,12,12,12,12,12,12,12,07,07,07,07}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}","{1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,2017-02-27 21:01:34,1992-06-11,2017-01-31,2017-01-31,H2NY00010,2018
"ZELLER, MATTHEW",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,{29},{2010},"{2010,2012}",P,O,Open seat,2011-02-24 10:53:12,2010-04-12,2010-09-01,2010-09-01,H0NY29062,2010
"MCFADDEN, DAVID C",H,House,UNK,UNKNOWN,NY,19,19,{19},{2010},{2010},C,C,Challenger,2010-04-21 22:26:16,2010-01-18,2010-02-01,2010-02-01,H0NY19147,2010
"LANE, JAMES",H,House,GRE,GREEN PARTY,NY,11,11,{11},{2015},{2016},C,O,Open seat,2015-05-05 21:15:39,2015-03-05,2015-03-05,2015-03-05,H6NY11182,2015
"BASTUK, WILLIAM C",H,House,DEM,DEMOCRATIC PARTY,NY,30,30,{30},{1986},"{1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1986-07-14,1986-07-14,1986-07-14,H6NY30042,1986
"LEMISHOW, ALBERT",H,House,REP,REPUBLICAN PARTY,NY,07,7,"{07,07}","{1983,1984}","{1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1983-03-21,1983-03-21,1983-03-21,H2NY07023,1984
"SELTZER, REGINA",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,{01},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-06-05,2000-06-05,2000-06-05,H0NY01103,2000
"TIFFANY, VICTOR SCOTT",H,House,DEM,DEMOCRATIC PARTY,NY,26,26,{26},{1992},{1992},N,O,Open seat,2002-03-30 00:00:00,1992-06-24,1992-06-24,1992-06-24,H2NY26064,1992
"ZANZI, ITALO ANDRES",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{2006},"{2006,2008,2010}",P,C,Challenger,2009-04-29 00:00:00,2006-03-08,2006-04-28,2006-04-28,H6NY01100,2006
"PRUDENTI, JOHN SCOTT",H,House,REP,REPUBLICAN PARTY,NY,01,1,{01},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-06-02,1994-06-02,1994-06-02,H4NY01063,1994
"BENJAMIN, MICHAEL",H,House,REP,REPUBLICAN PARTY,NY,08,8,{08},{1996},"{1996,1998,2000}",P,C,Challenger,2002-04-07 00:00:00,1995-09-11,1995-09-11,1995-09-11,H6NY08055,1996
"MARKS, STEVEN JAY",H,House,REP,REPUBLICAN PARTY,NY,10,10,{10},{1982},"{1982,1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1982-08-23,1982-08-23,1982-08-23,H2NY10027,1982
"SIEGEL, MARK ALAN",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,{15},{1990},{1990},C,C,Challenger,2002-03-30 00:00:00,1990-05-11,1990-05-11,1990-05-11,H0NY15038,1990
"MARSHALL, EDWARD T",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-08-01,1994-08-01,1994-08-01,H4NY17085,1994
"FORBES, MICHAEL P",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,"{01,01,01,01}","{1994,1996,1998,2000}","{1994,1996,1998,2000,2002}",P,C,Challenger,2002-04-12 00:00:00,1994-05-23,1999-11-15,1999-11-15,H4NY01055,2000
"ZWIBEL, DAVID J",H,House,REP,REPUBLICAN PARTY,NY,26,26,{26},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-06-30,1994-06-30,1994-06-30,H4NY26029,1994
"WILLIAMS, ENOCH H",H,House,DEM,DEMOCRATIC PARTY,NY,12,12,{12},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-02-22,1984-02-22,1984-02-22,H4NY12011,1984
"ALEXANDER, MATTHEW CLIFFORD",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{2012},{2012},C,C,Challenger,2012-05-17 21:52:32,2011-09-02,2011-10-14,2011-10-14,H2NY19085,2012
"WALROND, MICHAEL A",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2014},{2014},C,C,Challenger,2014-03-11 22:13:22,2013-11-19,2014-03-10,2014-03-10,H4NY13050,2014
"GRUNBERGER, LAWRENCE W",H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{1986},{1986},C,C,Challenger,2002-03-30 00:00:00,1986-11-12,1986-11-12,1986-11-12,H6NY21090,1986
"D'AMICO, GLORIA",H,House,DEM,DEMOCRATIC PARTY,NY,09,9,{09},{1984},"{1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1984-07-26,1984-07-26,1984-07-26,H4NY09041,1984
"PORDUM, FRANCIS",H,House,DEM,DEMOCRATIC PARTY,NY,30,30,{30},{1996},"{1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1996-03-11,1996-03-11,1996-03-11,H6NY30059,1996
"HARRISON, STEPHEN A. MR.",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,"{13,13}","{2006,2008}","{2006,2008,2010,2012,2014,2016}",P,O,Open seat,2009-04-29 22:11:29,2006-03-13,2007-10-10,2007-10-10,H6NY13071,2008
"KATZMAN, KENNETH",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{1984},"{1984,1986,1988,1990,1992}",N,C,Challenger,2002-03-30 00:00:00,1983-12-15,1983-12-15,1983-12-15,H4NY17028,1984
"GILLIBRAND, KIRSTEN ELIZABETH MRS.",H,House,DEM,DEMOCRATIC PARTY,NY,20,20,"{20,20,20}","{2006,2008,2010}","{2006,2008,2010,2012,2014,2016}",P,C,Challenger,2011-02-24 10:53:11,2005-08-09,2008-11-26,2008-11-26,H6NY20167,2010
"CROWLEY, ELIZABETH S",H,House,DEM,DEMOCRATIC PARTY,NY,06,6,{06},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2012-03-30,2012-03-30,2012-03-30,H2NY06124,2012
"SCOZZAFAVA, DIERDRE K",H,House,REP,REPUBLICAN PARTY,NY,23,23,{23},{2010},"{2010,2012,2014,2016}",N,C,Challenger,2010-03-01 22:00:16,2009-07-14,2009-07-14,2009-07-14,H0NY23065,2010
"GUARINO, JOSEPH A",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{1986},"{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-02-18,1986-02-18,1986-02-18,H6NY03015,1986
"GRUCCI, FELIX J JR",H,House,REP,REPUBLICAN PARTY,NY,01,1,"{01,01,01}","{2000,2002,2004}","{2000,2002,2004,2006}",P,C,Challenger,2005-03-02 00:00:00,2000-01-20,2003-02-08,2003-02-08,H0NY01095,2004
"MITCHELL, DONALD J.",H,House,REP,REPUBLICAN PARTY,NY,31,31,"{31,31,31}","{1976,1978,1980}","{1976,1978,1980,1982,1984,1986,1988,1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1976-03-25,1982-10-08,1977-05-06,H6NY31024,1980
"STRATTON, SAMUEL S",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,"{28,28,28,23,23,23,23}","{1976,1978,1980,1982,1984,1986,1988}","{1976,1978,1980,1982,1984,1986,1988,1990}",P,C,Challenger,2002-03-30 00:00:00,1976-04-15,1987-05-14,1987-05-14,H6NY28012,1988
"LEMONDES, JOHN",H,House,REP,REPUBLICAN PARTY,NY,24,24,{24},{2014},"{2014,2016}",P,C,Challenger,2015-04-02 15:52:44,2014-02-21,2014-02-21,2014-02-21,H4NY24107,2014
"SPOTORNO, FRANK",H,House,REP,REPUBLICAN PARTY,NY,14,14,{14},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2016-03-02,2016-03-02,2016-03-02,H6NY14244,2016
"SHINAGAWA, NATHAN",H,House,DEM,DEMOCRATIC PARTY,NY,23,23,{23},{2012},"{2012,2014,2016}",C,O,Open seat,2017-03-20 20:58:14,2012-01-27,2012-03-29,2012-03-29,H2NY22113,2012
"ELDON, ETHAN C",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,{01},{1982},"{1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1982-08-03,1982-08-03,1982-08-03,H2NY01026,1982
"FUNICIELLO, MATTHEW J",H,House,GRE,GREEN PARTY,NY,21,21,"{21,21}","{2014,2016}","{2014,2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2014-04-30,2016-08-01,2014-04-30,H4NY21111,2016
"GRILL, NORMA",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{1994},"{1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1994-06-14,1994-06-14,1994-06-14,H4NY03044,1994
"DERRICK, WILLIAM MIKE",H,House,DEM,DEMOCRATIC PARTY,NY,21,21,{21},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-07-08,2016-09-28,2016-09-28,H6NY21132,2016
"PILLSWORTH, THOMAS G",H,House,REP,REPUBLICAN PARTY,NY,21,21,{21},{2000},"{2000,2002}",P,C,Challenger,2002-04-12 00:00:00,2000-07-14,2000-07-14,2000-07-14,H0NY21069,2000
"HENDRICKS, NATHANIEL",H,House,REP,REPUBLICAN PARTY,NY,11,11,"{11,11}","{1984,1986}","{1984,1986,1988}",P,C,Challenger,2002-03-30 00:00:00,1984-10-13,1988-04-05,1988-04-05,H4NY11054,1986
"LAFALCE, JOHN J",H,House,DEM,DEMOCRATIC PARTY,NY,29,29,"{36,36,36,32,32,32,32,32,29,29,29,29,29,29,29}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018}",P,C,Challenger,2007-07-03 21:21:30,1976-03-15,2007-07-02,2007-07-02,H6NY36015,2004
"LAZIO, RICK A",H,House,REP,REPUBLICAN PARTY,NY,02,2,"{02,02,02,02}","{1992,1994,1996,2000}","{1992,1994,1996,1998,2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,1992-03-10,1998-11-21,1998-11-21,H2NY02057,2000
"SCHEUER, JAMES H",H,House,DEM,DEMOCRATIC PARTY,NY,08,8,"{11,11,11,08,08,08,08,08,08}","{1976,1978,1980,1982,1984,1986,1988,1990,1992}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1976-03-31,1991-06-05,1991-06-05,H6NY11059,1992
"IRACE, STEVEN",H,House,REP,REPUBLICAN PARTY,NY,04,4,{04},{2002},"{2002,2004}",P,C,Challenger,2002-09-12 00:00:00,2002-08-08,2002-08-08,2002-08-08,H2NY04145,2002
"JOHNSTONE, KATINA M",H,House,DEM,DEMOCRATIC PARTY,NY,13,13,{13},{2000},"{2000,2002,2004}",P,C,Challenger,2002-04-12 00:00:00,2000-05-05,2000-05-05,2000-05-05,H0NY13058,2000
"MAYBERRY, PATRICIA A",H,House,SWP,SOCIALIST WORKERS PARTY,NY,23,23,{23},{1982},"{1982,1984}",P,,,2002-03-30 00:00:00,,,,H2NY23020,1982
"CALONE, DAVID L",H,House,OTH,OTHER,NY,01,1,{01},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-04-25,2016-09-27,2016-09-27,H6NY01118,2016
"ITKIS, MIKHAIL",H,House,NPA,NO PARTY AFFILIATION,NY,10,10,{10},{2016},{2016},N,C,Challenger,2016-08-17 21:29:25,2016-06-15,2016-06-15,2016-06-15,H6NY10135,2016
"SMITH, WILLIAM A JR",H,House,REP,REPUBLICAN PARTY,NY,29,29,{29},{2004},{2004},N,O,Open seat,2004-07-19 00:00:00,2004-04-21,2004-04-21,2004-04-21,H4NY29122,2004
"KINARD, SYLVIA GAIL",H,House,DEM,DEMOCRATIC PARTY,NY,09,9,{09},{2012},"{2012,2014,2016}",P,C,Challenger,2013-04-26 09:04:30,2012-03-07,2012-03-07,2012-03-07,H2NY11116,2012
"HOCHBRUECKNER, GEORGE J",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,"{01,01,01,01,01,01}","{1984,1986,1988,1990,1992,1994}","{1984,1986,1988,1990,1992,1994,1996,1998}",P,C,Challenger,2002-04-03 00:00:00,1984-04-13,1994-02-03,1994-02-03,H4NY01030,1994
"MANNING, PATRICK",H,House,REP,REPUBLICAN PARTY,NY,00,0,{00},{2002},"{2002,2004}",P,C,Challenger,2002-05-22 00:00:00,2001-07-19,2002-08-27,2001-07-19,H2NY00028,2002
"CLARKE, YVETTE D",H,House,DEM,DEMOCRATIC PARTY,NY,09,9,"{11,11,11,11,09,09,09,09}","{2004,2006,2008,2010,2012,2014,2016,2018}","{2004,2006,2008,2010,2012,2014,2016,2018}",C,I,Incumbent,2017-04-10 20:57:55,2004-04-02,2015-04-22,2015-04-22,H4NY11138,2018
"KOEPPEL, WILLIAM WILKE",H,House,REP,REPUBLICAN PARTY,NY,17,17,{17},{1990},"{1990,1992}",P,C,Challenger,2002-03-30 00:00:00,1990-05-02,1990-05-02,1990-05-02,H0NY17083,1990
"GIBSON, CHRISTOPHER P",H,House,REP,REPUBLICAN PARTY,NY,19,19,"{20,19,19,19}","{2010,2012,2014,2016}","{2010,2012,2014,2016,2018}",P,I,Incumbent,2017-02-23 14:47:46,2010-03-09,2014-11-21,2014-11-21,H0NY20095,2016
"LALL, BETTY GOETZ",H,House,DEM,DEMOCRATIC PARTY,NY,15,15,"{15,15}","{1982,1984}","{1982,1984,1986}",P,C,Challenger,2002-03-30 00:00:00,1982-08-23,1984-03-26,1984-03-26,H2NY15026,1984
"POOLER, ROSEMARY S",H,House,DEM,DEMOCRATIC PARTY,NY,27,27,"{27,27}","{1986,1988}","{1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1986-04-15,1988-06-07,1988-06-07,H6NY27121,1988
"VILORIA-FISHER, VIVIAN M",H,House,DEM,DEMOCRATIC PARTY,NY,01,1,"{01,01}","{2002,2018}","{2002,2004,2018}",C,C,Challenger,2017-09-15 21:00:12,2002-02-14,2017-04-19,2017-04-19,H2NY01042,2018
"GARGANO, FRANK",H,House,REP,REPUBLICAN PARTY,NY,02,2,{02},{2002},"{2002,2004}",N,C,Challenger,2002-05-14 00:00:00,2001-05-23,2002-05-14,2002-05-14,H2NY02065,2002
"BARSTOW, ROBERT SQUIRE",H,House,REP,REPUBLICAN PARTY,NY,25,25,{25},{1986},{1986},C,C,Challenger,2002-03-30 00:00:00,1986-04-28,1986-04-28,1986-04-28,H6NY25067,1986
"LALLY, GRANT M",H,House,REP,REPUBLICAN PARTY,NY,03,3,{03},{2014},"{2014,2016,2018}",P,C,Challenger,2015-04-02 15:52:44,2014-02-25,2014-02-25,2014-02-25,H4NY03077,2014
"GILMAN, BENJAMIN A",H,House,REP,REPUBLICAN PARTY,NY,20,20,"{26,26,26,22,22,22,22,22,20,20,20,20,20,20}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002,2004}",P,C,Challenger,2003-08-01 00:00:00,1976-07-08,2002-04-09,2002-04-09,H6NY26016,2002
"SANDERS, JAMES JR",H,House,DEM,DEMOCRATIC PARTY,NY,05,5,{05},{2016},"{2016,2018}",P,C,Challenger,2017-02-23 14:47:46,2015-12-02,2015-12-02,2015-12-02,H6NY05051,2016
"HARTER, WILLIAM H.",H,House,REP,REPUBLICAN PARTY,NY,27,27,"{27,27,27}","{1976,1978,2000}","{1976,1978,1980,1982,1984}",P,,,2002-03-30 00:00:00,1976-07-14,1976-12-08,,H6NY27105,2000
"GAUGHRAN, JAMES F",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{1992},"{1992,1994}",P,C,Challenger,2002-03-30 00:00:00,1991-12-16,1991-12-30,1991-12-30,H2NY03063,1992
"FISH, HAMILTON JR",H,House,REP,REPUBLICAN PARTY,NY,19,19,"{25,25,25,21,21,21,21,21,19,19}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}","{1976,1978,1980,1982,1984,1986,1988,1990,1992,1994}",C,C,Challenger,2002-03-30 00:00:00,1976-03-16,1994-03-18,1994-03-18,H6NY25042,1994
"QUINN, JACK",H,House,REP,REPUBLICAN PARTY,NY,27,27,"{30,30,30,30,27,27}","{1992,1994,1996,2000,2002,2004}","{1992,1994,1996,1998,2000,2002,2004,2006}",P,C,Challenger,2005-02-28 00:00:00,1992-06-24,2003-12-08,2003-12-08,H2NY30041,2004
"KURZON, JEFFREY MEAD",H,House,DEM,DEMOCRATIC PARTY,NY,07,7,"{07,07}","{2014,2016}","{2014,2016}",N,C,Challenger,2016-06-06 21:00:43,2013-02-11,2013-02-25,2013-02-11,H4NY07102,2016
"MATHIES, BLAIR",H,House,DEM,DEMOCRATIC PARTY,NY,03,3,{03},{2004},"{2004,2006,2008,2010}",P,C,Challenger,2005-03-02 00:00:00,2004-05-05,2004-05-05,2004-05-05,H4NY03069,2004
"BABINEC, MARTIN",H,House,IND,INDEPENDENT,NY,22,22,{22},{2016},"{2016,2018}",P,O,Open seat,2017-02-23 14:47:46,2016-03-18,2016-04-10,2016-04-10,H6NY22148,2016
"BADILLO, HERMAN",H,House,DEM,DEMOCRATIC PARTY,NY,21,21,"{21,21,21}","{1976,1978,2000}","{1976,1978,1980,1982,1984}",P,C,Challenger,2002-03-30 00:00:00,1976-09-01,1977-07-12,,H6NY21025,2000
"JACKSON, DUANE",H,House,DEM,DEMOCRATIC PARTY,NY,18,18,{18},{2012},{2012},C,C,Challenger,2012-04-18 22:05:14,2012-03-14,2012-04-16,2012-04-16,H2NY19101,2012
"ARCURI, MICHAEL A.",H,House,DEM,DEMOCRATIC PARTY,NY,24,24,"{24,24,24}","{2006,2008,2010}","{2006,2008,2010,2012}",P,C,Challenger,2011-02-24 10:53:11,2005-12-30,2009-03-31,2009-03-31,H6NY24128,2010
"MOLINARI, GUY V",H,House,REP,REPUBLICAN PARTY,NY,14,14,"{17,14,14,14,14}","{1980,1982,1984,1986,1988}","{1980,1982,1984,1986,1988,1990,1992,1994,1996}",P,C,Challenger,2002-04-02 00:00:00,1980-05-31,1987-05-20,1987-05-20,H0NY17034,1988
